ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
1290,Q254,27Q254,PS 254(QUEENS),Q254,84-40 101 STREET,K,27,598,,1,PS 254(QUEENS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
1374,Q595,28Q595,JAMAICA LEARNING CENTER(QS),Q595,162-02 HILLSIDE AVENUE,K,28,LEARNING CENTER,,1,JAMAICA LEARNING CENTER(QS),0,2,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1391,Q733,71K657,ACCESS GED(BN),K657,67-69 SCHERMERHORN STREET,K,71,GED PROGRAM,,1,ACCESS GED(BN),1,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1761,X172,09X172,PS 172(BRONX),X172,1399 ODGEN AVENUE,K,9,ANNEX,,1,PS 172(BRONX),0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1942,X886,10X307,PS 307(BRONX),X307,124 Eames Place,K,10,384,,1,PS 307(BRONX),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58
630,M007,,160 EAST 120 STREET CONSOLIDATED LOCATION,,160 EAST 120 STREET,M,4,450,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,1,11,8,6,4,3C,251-500,0.25,1.03,2.22,0.55,0.58
634,M009,,100 WEST  84 STREET CONSOLIDATED LOCATION,,100 WEST  84 STREET,M,3,831,100 WEST  84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91
640,M013,,1573 MADISON AVENUE CONSOLIDATED LOCATION,,1573 MADISON AVENUE,M,4,1054,1573 MADISON AVENUE CONSOLIDATED LOCATION,3,Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,0,0,0,0,0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
644,M017,,328 WEST  48 STREET CONSOLIDATED LOCATION,,328 WEST  48 STREET,M,2,759,328 WEST  48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,1,2,1,3,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91
647,M019,,185 1 AVENUE CONSOLIDATED LOCATION,,185 1 AVENUE,M,1,353,185 1 AVENUE CONSOLIDATED LOCATION,2,"P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION",0,2,4,0,2,3C,251-500,0.25,1.03,2.22,0.55,0.58
653,M025,,145 STANTON STREET CONSOLIDATED LOCATION,,145 STANTON STREET,M,1,849,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,1,3,5,2,2,5C,751-1000,0.38,1.52,3.88,0.83,0.91
658,M030,,144-176 EAST 128 STREET CONSOLIDATED LOCATION,,144-176 EAST 128 STREET,M,5,1672,144-176 EAST 128 STREET CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,0,2,2,1,0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6
664,M040,,319 EAST 19 STREET CONSOLIDATED LOCATION,,319 EAST 19 STREET,M,2,1022,319 EAST 19 STREET CONSOLIDATED LOCATION,2,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,0,0,1,0,0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
670,M043,,509 WEST 129 STREET CONSOLIDATED LOCATION,,509 WEST 129 STREET,M,5,539,509 WEST 129 STREET CONSOLIDATED LOCATION,3,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies | 509 WEST 129 STREET CONSOLIDATED LOCATION,1,3,12,1,3,4C,501-750,0.26,1.13,2.41,0.66,0.57
705,M064,,600 EAST  6 STREET CONSOLIDATED LOCATION,,600 EAST  6 STREET,M,1,904,600 EAST  6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,0,1,1,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91
710,M070,,333 WEST  17 STREET CONSOLIDATED LOCATION,,333 WEST  17 STREET,M,2,1251,333 WEST  17 STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,0,1,2,0,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47
714,M075,,735 WEST END AVENUE CONSOLIDATED LOCATION ,,735 WEST END AVENUE,M,3,740,735 WEST END AVENUE CONSOLIDATED LOCATION,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION ,1,7,6,2,4,4C,501-750,0.26,1.13,2.41,0.66,0.57
719,M083,,219 EAST 109 STREET CONSOLIDATED LOCATION,,219 EAST 109 STREET,M,4,759,219 EAST 109 STREET CONSOLIDATED LOCATION,2,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,0,1,0,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91
724,M088,,215 WEST 114 STREET CONSOLIDATED LOCATION,,215 WEST 114 STREET,M,3,510,215 WEST 114 STREET CONSOLIDATED LOCATION,2,Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION,4,7,11,6,4,4C,501-750,0.26,1.13,2.41,0.66,0.57
727,M089,,201 WARREN STREET CONSOLIDATED LOCATION,,201 WARREN STREET,M,2,679,201 WARREN STREET CONSOLIDATED LOCATION,2,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,0,1,0,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
731,M090,,21 JUMEL PLACE CONSOLIDATED LOCATION,,21 JUMEL PLACE,M,6,1790,21 JUMEL PLACE CONSOLIDATED LOCATION,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,0,2,5,0,2,9C,1751-2000,1.35,4.73,18.5,2.46,2.92
742,M099,,410 EAST 100 STREET CONSOLIDATED LOCATION,,410 EAST 100 STREET,M,4,1448,410 EAST 100 STREET CONSOLIDATED LOCATION,3,M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION,0,1,0,0,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47
764,M118,,154 WEST  93 STREET CONSOLIDATED LOCATION,,154 WEST  93 STREET,M,3,1104,154 WEST  93 STREET CONSOLIDATED LOCATION,3,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,1,0,4,1,0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
767,M121,,232 EAST 103 STREET CONSOLIDATED LOCATION,,232 EAST 103 STREET,M,4,1070,232 EAST 103 STREET CONSOLIDATED LOCATION,2,PS 38(MANHATTAN) |  HARLEM PREP CHARTER SCHOOL(MN) |  232 EAST 103 STREET CONSOLIDATED LOCATION,0,1,4,0,0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
779,M128,,560 WEST 169 STREET CONSOLIDATED LOCATION,,560 WEST 169 STREET,M,6,738,560 WEST 169 STREET CONSOLIDATED LOCATION,2,P.S. 128 Audubon |  Castle Bridge School |  560 WEST 169 STREET CONSOLIDATED LOCATION,0,2,0,1,1,4C,501-750,0.26,1.13,2.41,0.66,0.57
785,M131,,100 HESTER STREET CONSOLIDATED LOCATION,,100 HESTER STREET,M,2,1155,100 HESTER STREET CONSOLIDATED LOCATION,3,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,2,6,11,4,4,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
788,M132,,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,,185 WADSWORTH AVENUE,M,6,643,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,Dos Puentes Elementary School | P.S. 132 Juan Pable Duarte| 185 WADSWORTH AVENUE CONSOLIDATED LOCATION,0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
795,M136,,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,,6 EDGECOMBE AVENUE,M,5,707,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,2,16,18,5,10,4C,501-750,0.26,1.13,2.41,0.66,0.57
801,M143,,511 WEST 182ND STREET CONSOLIDATED LOCATION,,511 WEST 182ND STREET,M,6,991,511 WEST 182ND STREET CONSOLIDATED LOCATION,2,J.H.S. 143 Eleanor Roosevelt |  Washington Heights Expeditionary Learning School |  511 WEST 182ND STREET CONSOLIDATED LOCATION,0,4,4,1,2,5C,751-1000,0.38,1.52,3.88,0.83,0.91
804,M144,,134 WEST 122 STREET CONSOLIDATED LOCATION,,134 WEST 122 STREET,M,3,504,134 WEST 122 STREET CONSOLIDATED LOCATION,2,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,1,1,2,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
807,M145,,150 WEST 105 STREET CONSOLIDATED LOCATION,,150 WEST 105 STREET,M,3,542,150 WEST 105 STREET CONSOLIDATED LOCATION,2,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",0,5,8,3,2,4C,501-750,0.26,1.13,2.41,0.66,0.57
821,M155,,319 EAST 117 STREET CONSOLIDATED LOCATION,,319 EAST 117 STREET,M,4,392,319 EAST 117 STREET CONSOLIDATED LOCATION,2,P.S. 155 William Paca |  Renaissance School of the Arts |  319 EAST 117 STREET CONSOLIDATED LOCATION,1,0,5,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58
824,M158,,1458 YORK AVENUE  CONSOLIDATED LOCATION ,,1458 YORK AVENUE,M,2,957,1458 YORK AVENUE  CONSOLIDATED LOCATION ,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION ,0,1,1,0,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91
830,M165,,234 WEST 109 STREET CONSOLIDATED LOCATION,,234 WEST 109 STREET,M,3,898,234 WEST 109 STREET CONSOLIDATED LOCATION,2,P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION,1,2,1,2,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91
837,M173,,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,,306 FORT WASHINGTON AVENUE,M,6,585,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,2,P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
841,M176,,4862 BROADWAY CONSOLIDATED LOCATION,,4862 BROADWAY,M,6,672,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
856,M194,,244 WEST 144 STREET CONSOLIDATED LOCATION,,244 WEST 144 STREET,M,5,1057,244 WEST 144 STREET CONSOLIDATED LOCATION,2,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,3,3,0,2,4,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
863,M198,,1700 THIRD AVENUE CONSOLIDATED LOCATION,,1700 3 AVENUE,M,2,750,1700 THIRD AVENUE CONSOLIDATED LOCATION,2,P.S. 77 Lower Lab School |  P.S. 198 Isador E. Ida Straus |  1700 3 AVENUE CONSOLIDATED LOCATION,0,1,0,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
872,M218,,4600 BROADWAY CONSOLIDATED LOCATION,,4600 BROADWAY,M,6,1005,4600 BROADWAY CONSOLIDATED LOCATION,3,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,1,3,6,2,1,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
882,M276,,55 BATTERY PLACE CONSOLIDATED LOCATION,,55 BATTERY PLACE,M,2,1223,55 BATTERY PLACE CONSOLIDATED LOCATION,2,P.S. M094 |  BATTERY PARK CITY SCHOOL |  55 BATTERY PLACE CONSOLIDATED LOCATION,0,0,0,0,0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
887,M282,,26 BROADWAY CONSOLIDATED LOCATION,,26 BROADWAY,M,2,955,26 BROADWAY CONSOLIDATED LOCATION,3,Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School | Urban Assembly School of Business for Young Women l 26 BROADWAY CONSOLIDATED LOCATION,0,3,9,0,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91
888,M323,02M297 ,MS 297M@PS/IS 323M,M297,75 Morton Street,M,2,195,,1,MS 297M@PS/IS 323M,0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45
897,M435,,260 PLEASANT AVENUE CONSOLIDATED LOCATION,,260 PLEASANT AVENUE,M,4,1433,260 PLEASANT AVENUE CONSOLIDATED LOCATION,2,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,0,4,5,2,2,7C,1251-1500,0.65,2.79,6.71,1.48,1.47
904,M440,,351 WEST  18 STREET CONSOLIDATED LOCATION,,351 WEST  18 STREET,M,2,1826,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",5,11,50,8,6,9C,1751-2000,1.35,4.73,18.5,2.46,2.92
929,M465,,549 AUDUBON AVENUE CONSOLIDATED LOCATION,,549 AUDUBON AVENUE,M,6,1435,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,4,8,29,2,10,7C,1251-1500,0.65,2.79,6.71,1.48,1.47
940,M475,,345 EAST  15TH STREET CONSOLIDATED LOCATION,,345 EAST  15TH STREET,M,2,2100,345 EAST  15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,1,5,7,4,2,10C,2001-2500,1.21,7.43,22.93,3.29,4.29
947,M480,,317 EAST  67 STREET CONSOLIDATED LOCATION,,317 EAST  67 STREET,M,2,1340,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,0,2,2,1,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47
952,M488,,231-249 EAST 56 STREET CONSOLIDATED LOCATION,,231-249 EAST 56 STREET,M,2,1704,231-249 EAST 56 STREET CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,3,3,6,3,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.6
962,M501,,2005 MADISON AVENUE CONSOLIDATED LOCATION,,2005 MADISON AVENUE,M,5,192,2005 MADISON AVENUE CONSOLIDATED LOCATION,2,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|   2005 MADISON AVENUE CONSOLIDATED LOCATION,0,5,10,3,2,2C,1-250,0.25,0.88,1.69,0.57,0.45
966,M510,,198 FORSYTH STREET CONSOLIDATED LOCATION,,198 FORSYTH STREET,M,1,272,198 FORSYTH STREET CONSOLIDATED LOCATION,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,0,4,18,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58
971,M520,,411 PEARL STREET CONSOLIDATED LOCATION,,411 PEARL STREET,M,2,988,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,1,6,13,3,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91
985,M615,,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,,131 AVENUE OF THE AMERICAS,M,2,694,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,1,3,3,1,1,4C,501-750,0.26,1.13,2.41,0.66,0.57
994,M625,,439 WEST 49TH STREET CONSOLIDATED LOCATION,,439 WEST 49TH STREET,M,2,1116,439 WEST 49TH STREET CONSOLIDATED LOCATION,4,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,0,8,12,2,4,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
1011,M834,,444 WEST 56 STREET CONSOLIDATED LOCATION,,444 WEST 56 STREET,M,2,1163,444 WEST 56 STREET CONSOLIDATED LOCATION,2,High School for Environmental Studies |  Independence High School |  444 WEST 56 STREET CONSOLIDATED LOCATION,1,8,33,7,1,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
622,M001,02M001,PS 1 ALFRED E. SMITH(MS),M001,8 HENRY STREET,M,2,303,,1,PS 1 ALFRED E. SMITH(MS),3,1,2,4,0,3C,251-500,0.25,1.03,2.22,0.55,0.58
623,M002,02M002,PS 2 MEYER LONDON(MANHATTAN),M002,122 HENRY STREET,M,2,527,,1,PS 2 MEYER LONDON(MANHATTAN),1,3,1,3,1,4C,501-750,0.26,1.13,2.41,0.66,0.57
624,M003,02M003,PS 3 CHARRETTE SCHOOL (MANHATTAN),M003,490 HUDSON STREET,M,2,692,,1,PS 3 CHARRETTE SCHOOL (MANHATTAN),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
625,M004,06M004,PS 4(MANHATTAN),M004,500 WEST 160 STREET,M,6,523,,1,PS 4(MANHATTAN),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
626,M005,06M005,PS 5(MANHATTAN),M005,3703 TENTH AVENUE,M,6,560,,1,PS 5(MANHATTAN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
627,M006,02M006,PS 6(MANHATTAN),M006,45 EAST 81 STREET,M,2,607,,1,PS 6(MANHATTAN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
628,M007,04M007,P.S. 007 Samuel Stern,M007,160 EAST 120 STREET,M,4,337,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
629,M007,04M406,Global Technology Preparatory,M406,160 EAST 120 STREET,M,4,113,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
631,M008,06M008,PS 8(MANHATTAN),M008,465 WEST 167 STREET,M,6,489,,1,PS 8(MANHATTAN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58
632,M009,03M009,P.S. 009 Sarah Anderson,M009,100 WEST 84 STREET,M,3,597,100 WEST 84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
633,M009,03M243,M.S. 243 Center School,M243,100 WEST 84 STREET,M,3,234,100 WEST 84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
635,M010,05M499,FREDERICK DOUGLASS ACADEMY I(MN) ,M499,2581 SEVENTH AVENUE,M,5,1118,,1,FREDERICK DOUGLASS ACADEMY I(MN) ,1,10,31,2,6,6C,1001-1250,0.61,2.55,6.1,1.29,1.48
636,M011,02M011,PS 11 WILLIAM T.HARRIS(MS),M011,320 WEST 21 STREET,M,2,915,,1,PS 11 WILLIAM T.HARRIS(MS),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91
637,M013,04M497,Central Park East I,M497,1573 Madison Ave,M,4,172,1573 MADISON AVE CONSOLIDATED LOCATION,3,Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
638,M013,04M555,Central Park East High School,M555,1573 MADISON AVENUE,M,4,364,1573 MADISON AVE CONSOLIDATED LOCATION,3,Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
639,M013,84M518,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,M518,1573 Madison Ave,M,4,518,1573 MADISON AVE CONSOLIDATED LOCATION,3,Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
641,M015,01M015,PS 15 ROBERTO CLEMENTE (MANHATTAN),M015,333 EAST 4TH STREET,M,1,165,,1,PS 15 ROBERTO CLEMENTE (MANHATTAN),0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45
642,M017,02M212,PS 212(MANHATTAN),M212,328 WEST 48 STREET,M,2,324,328 WEST 48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
643,M017,02M408,PROFESSIONAL PERFORMING ARTS SCHOOL-PPAS(MS) ,M408,328 WEST 48 STREET,M,2,435,328 WEST 48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
645,M019,01M019,PS 19 ASHER LEVY (MANHATTAN),M019,185 FIRST AVENUE,M,1,254,185 FIRST AVENUE CONSOLIDATED LOCATION,2,"P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
646,M019,01M301,"TECHNOLOGY,ARTS,AND SCIENCES STUDIO(MANHATTAN) ",M301,185 FIRST AVENUE,M,1,99,185 FIRST AVENUE CONSOLIDATED LOCATION,2,"P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
648,M020,01M020,PS 20 ANNA SILVER(MANHATTAN),M020,166 ESSEX STREET,M,1,463,,1,PS 20 ANNA SILVER(MANHATTAN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58
649,M022,01M539,"NEW EXPLORATIONS INTO SCIENCE,TECHNOLOGY & MATH SCHOOL-NEST+M(MS)",M539,111 COLUMBIA ST,M,1,1602,,1,"NEW EXPLORATIONS INTO SCIENCE,TECHNOLOGY & MATH SCHOOL-NEST+M(MS)",0,5,4,3,1,8C,1501-1750,0.45,2.95,7.14,1.48,1.6
650,M025,01M378,School for Global Leaders,M378,145 STANTON STREET,M,1,266,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
651,M025,01M509,Marta Valle High School,M509,145 STANTON STREET,M,1,104,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
652,M025,01M515,Lower East Side Preparatory High School,M378,145 STANTON STREET,M,1,479,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
654,M028,06M028,PS 28(MANHATTAN),M028,475 WEST 155 STREET,M,6,658,,1,PS 28(MANHATTAN),0,3,2,3,0,4C,501-750,0.26,1.13,2.41,0.66,0.57
655,M030,75M138,PS 138 ,M138,144-176 East 128 St.,M,5,603,144-176 East 128 St. CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
656,M030,84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2(MN),M384,144-176 East 128 St.,M,5,829,144-176 East 128 St. CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
